TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
2025-06-09 12:00:00.000,0.05997927219151644,0.8104019408589833,0.9111357701300834,0.5955026005728078,0.9226949839543672,0.8654158817884438,0.7464597592217775,0.48917996154703625,0.16381366359431537,0.7287092484753526,0.4681777628802003,0.009953625713364334,0.4103056135599151,0.001243438866102009,0.6162018585572965,0.9269406627820395,0.5910707096477058,0.9111695845150212,0.23877500831956,0.8272048000867352,0.0,0.0,-1.3578232070654421,-1.0043402622995898,1.2945685125751638,0.05270711986781154,0.039128495712087374,0.11629808803918416,388691533,372857700,3216653,84.89099215431551,1.0,1.0,1.0,2.0,1.0,100,demo,884.2850877017486,730.3091176062898,736.0176075825378,741.7279236889472
2025-06-09 12:00:00.500,0.4879576397907488,0.42770117081923853,0.028992744998979858,0.7247094874643776,0.3761651104310777,0.41781880610625366,0.9276142351480565,0.09597569669611294,0.04014777002874037,0.7612115151654739,0.9062657925730495,0.4716430971017236,0.5046246829316976,0.7656132840221652,0.928175939066235,0.33383152370207203,0.9021064657183129,0.5077309640122382,0.7376111617321327,0.7689840001764066,0.0,0.0,-0.36971668475929287,-0.4088961749894955,2.8898139038938435,-0.06375798578775357,-0.0654603020928988,-0.06198710706245521,396151500,314708157,3768669,90.89375785925637,1.0,1.0,1.0,2.0,1.0,100,demo,767.6878837926703,809.2059699164084,743.789995152651,873.5330995326144
2025-06-09 12:00:01.000,0.7740617069461161,0.7015993498995969,0.7707286153065659,0.4453196182237519,0.5062517344973269,0.7503124383797197,0.6468602240172217,0.3956174657932684,0.1667455686259366,0.7707726882106072,0.930703993192474,0.4286455693151827,0.36689566186537503,0.7397949926578588,0.5000623265902081,0.3277860691617568,0.6883531995402283,0.4069721949110915,0.7974199712888259,0.2816357933534568,0.0,0.0,1.8286252624418249,0.2099260524129978,1.9130708059288597,0.014782209030324492,-0.021191059347748106,0.07071061601065629,350211143,396543617,3212527,62.268102799321795,1.0,1.0,1.0,2.0,1.0,100,demo,776.0722866641141,803.4542596362136,758.5339812819315,733.7359314023779
2025-06-09 12:00:01.500,0.15116195818822653,0.43460236871799185,0.11033477382520296,0.06036584351505736,0.36312844284607204,0.5480330722215929,0.9702937327487523,0.5147764220004536,0.4532846463376582,0.663444393638966,0.8954140580670197,0.23386774363737628,0.7487733218218078,0.009730960155522994,0.8890360441332016,0.4006550017730317,0.9710291312450997,0.5888248932482932,0.24720570371064943,0.014307489794234685,0.0,0.0,-0.8515918325016023,-0.632439038076175,1.0270105543019064,-0.2531430045778005,-0.0709842659444724,-0.07174986020844216,362164934,353703438,3455991,88.5447841639791,1.0,1.0,1.0,2.0,1.0,100,demo,825.7830315041697,659.4685841690958,829.5785509226549,867.305171193124
2025-06-09 12:00:02.000,0.6115315946147739,0.41773619451156263,0.02748519482937095,0.7975993494897885,0.2570818218513682,0.38187175223450043,0.34467314101254776,0.82689323382559,0.24717696901060615,0.21581118641865815,0.13837086181363822,0.05365216400969075,0.8742720265915166,0.36960429761376457,0.4540652563320121,0.7060409839581683,0.5098776547604066,0.19279043581910582,0.715869543583235,0.1181626385339496,0.0,0.0,-0.20822270961275288,0.5772056525279509,-0.40842338420600854,0.07069754644705993,0.003709234193645584,-0.0965575006209839,355412492,358218442,3634153,90.21848125041201,1.0,1.0,1.0,2.0,1.0,100,demo,881.0936873892525,786.6341488416095,780.9381356363564,859.258151571967
2025-06-09 12:00:02.500,0.23946477953446677,0.7602056245291603,0.2736955159663489,0.03499884126398567,0.7510329615376086,0.8098764150385693,0.34992853377140765,0.07610105583336235,0.2589821774319667,0.40423575583947935,0.8500840213306362,0.4292558745958369,0.8828853066451842,0.6067476903255307,0.2772250074218823,0.5658086341861742,0.6387105817628745,0.1325487791048744,0.8121045388640898,0.8773061903120576,0.0,0.0,-0.5363460269565219,0.7204861082542877,0.5000375027913644,0.0249725487053597,-0.07296578822941202,-0.010712721717067627,344114649,318849783,3879639,62.46773150626727,1.0,1.0,1.0,2.0,1.0,100,demo,774.0082927137387,822.4206624739555,789.6419155452979,844.9151274844518
2025-06-09 12:00:03.000,0.8674041132245676,0.17483691546621116,0.2693458790611043,0.7006578288878541,0.33965184501695544,0.584469931644613,0.5430125100143456,0.3484953482460029,0.8755763666677143,0.7761299726143986,0.9483637310214803,0.7882051110716313,0.22769871342582593,0.45275065185803587,0.9164129181004277,0.9253549070991179,0.5763088198890566,0.40552522145794356,0.35857887210691175,0.8365630353048717,0.0,0.0,-0.55404438408808,0.5362900625654685,1.711046102545303,-0.0045642853333795405,-0.10279940732174392,-0.06649665113199965,367703037,305920304,3993389,52.09631771889918,1.0,1.0,1.0,2.0,1.0,100,demo,733.3775109500898,817.715469075943,863.5044012627449,765.3116696251625
2025-06-09 12:00:03.500,0.3270996654000793,0.3385859719415736,0.8193187623469647,0.022921573149636942,0.42814944199235205,0.3905621024270317,0.3835018811159071,0.8226561227103854,0.5151376734611006,0.9534269834008132,0.3612496945736047,0.715282131327177,0.8959091387314908,0.7779861187205073,0.3879350756788693,0.025440901132439353,0.48426042944661274,0.22722069409991053,0.16770277598972694,0.29520900087836244,0.0,0.0,0.17823974390505556,1.0251346045575813,-0.17104103966181627,0.002084148213777202,0.04791191277827721,-0.15428221490372127,392874167,308116591,3966707,60.206114227904884,1.0,1.0,1.0,2.0,1.0,100,demo,831.5709303136204,845.1760341901751,864.750357496921,817.1225439588451
2025-06-09 12:00:04.000,0.32906281690090955,0.22417227674690177,0.7106672459428351,0.8623052365766706,0.40367365762402785,0.10959787033512702,0.0014257282875326238,0.6484239317715788,0.7292519731284146,0.078946964836622,0.5186462894216692,0.8607948898601703,0.34155123185510505,0.425458332634434,0.5034041088444616,0.7081959379725364,0.8459593654230126,0.24429029453716455,0.09196456731751357,0.2851954262844204,0.0,0.0,1.4007772761956514,-0.9045912137130739,3.140970296330354,0.04932541761930319,0.06287305482596371,-0.018231470071699334,350379322,340070382,3661418,60.03232044446972,1.0,1.0,1.0,2.0,1.0,100,demo,839.953403657115,780.6254342547282,785.8937528431132,736.1314433224691
2025-06-09 12:00:04.500,0.5981938785178935,0.35910994296759713,0.9816094273320143,0.15763603583298058,0.7126612256467458,0.8954453137667079,0.7317720250869874,0.2899583218037868,0.03571094902814309,0.5355366777971948,0.7790952558129959,0.009582687713155624,0.30930766548529764,0.15386296945383704,0.3288606325306772,0.3303276893665543,0.6445251356703602,0.8925114877785294,0.5753817036099419,0.7928649871024711,0.0,0.0,0.45596839988058907,0.9328287040921978,1.0144165626355486,-0.0028901523497860946,-0.018759700009161193,0.010643541643128885,314095186,389123187,3503073,53.26202270877416,1.0,1.0,1.0,2.0,1.0,100,demo,800.3065725217614,835.625222104608,768.4568244658295,845.5453517516875
